"user_id","question","Answered0","Answered1","Answered2","Answered3","Answered4","Answered5","Answered6","Answered7","Answered8","Answered9","Answered10"
2206,12,"0","0","1","0","0","0","0","0","0","0","0"
2206,13,"1","0","0","0","0","","","","","",""
2206,14,"","","","","","","","","","",""
2212,1,"0","0","0","0","0","1","0","","","",""
2212,2,"0","1","","","","","","","","",""
2212,3,"0","0","0","1","","","","","","",""
2212,4,"0","1","0","0","0","0","","","","",""
2212,5,"1","0","","","","","","","","",""
2212,6,"0","0","1","0","0","0","","","","",""
2212,7,"0","1","0","0","0","0","0","","","",""
2212,8,"0","","","","","","","","","",""
2212,9,"1","0","0","0","","","","","","",""
2212,10,"0","0","0","0","1","0","0","","","",""
2212,11,"0","0","0","1","0","0","","","","",""
2212,12,"1","0","0","0","0","0","1","0","1","1","0"
2212,13,"0","0","0","0","0","","","","","",""
2212,14,"","","","","","","","","","",""
2220,1,"0","0","0","0","0","0","1","","","",""
2220,2,"0","1","","","","","","","","",""
2220,3,"1","1","1","0","","","","","","",""
2220,4,"0","1","0","0","0","0","","","","",""
2220,5,"1","0","","","","","","","","",""
2220,6,"0","0","1","0","0","0","","","","",""
2220,7,"0","0","0","1","0","0","0","","","",""
2220,8,"0","","","","","","","","","",""
2220,9,"1","1","0","0","","","","","","",""
2220,10,"0","0","0","0","1","0","0","","","",""
2220,11,"1","0","0","0","0","0","","","","",""
2220,12,"1","0","1","0","0","0","1","0","1","1","0"
2220,13,"1","1","0","1","0","","","","","",""
2220,14,"","","0","0","0","0","0","0","0","0","0"
2228,1,"1","0","0","0","0","0","0","","","",""
2228,2,"1","0","","","","","","","","",""
2228,3,"0","0","0","0","","","","","","",""
2228,4,"1","0","0","0","0","0","","","","",""
2228,5,"1","0","","","","","","","","",""
2228,6,"0","0","0","0","0","1","","","","",""
2228,7,"0","1","0","0","0","0","0","","","",""
2228,8,"0","","","","","","","","","",""
2228,9,"1","1","0","0","","","","","","",""
2228,10,"0","0","0","0","0","0","0","","","",""
2228,11,"0","1","0","1","0","0","","","","",""
2228,12,"1","1","0","0","0","0","0","1","0","1","0"
2228,13,"1","1","1","0","0","","","","","",""
2228,14,"","","","","","","","","","",""
2229,1,"0","0","0","0","0","1","0","","","",""
2229,2,"0","1","","","","","","","","",""
2229,3,"0","0","0","1","","","","","","",""
2229,4,"0","1","0","0","0","0","","","","",""
2229,5,"0","1","","","","","","","","",""
2229,6,"0","1","0","0","0","0","","","","",""
2229,7,"0","0","0","0","1","0","0","","","",""
2229,8,"0","","","","","","","","","",""
2229,9,"1","0","1","0","","","","","","",""
2229,10,"0","0","0","0","0","0","0","","","",""
2229,11,"1","1","1","1","1","1","","","","",""
2229,12,"1","0","0","1","0","0","1","1","1","0","0"
2229,13,"1","1","0","1","0","","","","","",""
2229,14,"","","0","0","0","0","0","0","0","0","0"
2230,1,"0","0","0","0","0","1","0","","","",""
2230,2,"1","0","","","","","","","","",""
2230,3,"0","0","0","0","","","","","","",""
2230,4,"1","0","0","0","0","0","","","","",""
2230,5,"0","1","","","","","","","","",""
2230,6,"0","0","1","0","0","0","","","","",""
2230,7,"0","0","0","0","1","0","0","","","",""
2230,8,"0","","","","","","","","","",""
2230,9,"1","0","0","0","","","","","","",""
2230,10,"0","0","0","0","0","0","0","","","",""
2230,11,"0","0","0","0","0","0","","","","",""
2230,12,"0","0","0","0","1","0","0","0","0","0","0"
2230,13,"0","0","0","1","0","","","","","",""
2230,14,"","","0","0","0","0","0","0","0","0","0"
2231,1,"0","0","0","0","0","1","0","","","",""
2231,2,"0","1","","","","","","","","",""
2231,3,"0","0","0","1","","","","","","",""
2231,4,"0","1","0","0","0","0","","","","",""
2231,5,"1","0","","","","","","","","",""
2231,6,"0","1","0","0","0","0","","","","",""
2231,7,"0","0","1","0","0","0","0","","","",""
2231,8,"0","","","","","","","","","",""
2231,9,"1","1","0","0","","","","","","",""
2231,10,"0","1","0","0","0","0","0","","","",""
2231,11,"0","0","0","0","0","0","","","","",""
2231,12,"0","1","0","0","1","0","1","1","1","0","1"
2231,13,"1","0","0","1","0","","","","","",""
2231,14,"","","","","","","","","","",""
2233,1,"0","0","0","0","0","0","1","","","",""
2233,2,"0","1","","","","","","","","",""
2233,3,"1","0","0","1","","","","","","",""
2233,4,"0","0","1","0","0","0","","","","",""
2233,5,"1","0","","","","","","","","",""
2233,6,"0","0","0","0","1","0","","","","",""
2233,7,"0","0","1","0","0","0","0","","","",""
2233,8,"0","","","","","","","","","",""
2233,9,"1","1","0","0","","","","","","",""
2233,10,"0","0","0","0","1","0","1","","","",""
2233,11,"0","1","0","0","0","0","","","","",""
2233,12,"1","0","1","0","0","1","0","0","0","0","0"
2233,13,"1","0","0","0","0","","","","","",""
2233,14,"","","","","","","","","","",""
2247,1,"0","0","0","0","1","0","0","","","",""
2247,2,"1","0","","","","","","","","",""
2247,3,"0","0","0","1","","","","","","",""
2247,4,"0","1","0","0","0","0","","","","",""
2247,5,"1","0","","","","","","","","",""
2247,6,"0","0","1","0","0","0","","","","",""
2247,7,"0","0","1","0","0","0","0","","","",""
2247,8,"0","","","","","","","","","",""
2247,9,"1","1","0","0","","","","","","",""
2247,10,"0","0","0","0","1","0","0","","","",""
2247,11,"0","0","0","1","0","0","","","","",""
2247,12,"0","0","0","0","0","1","0","0","1","1","1"
2247,13,"0","0","1","1","0","","","","","",""
2247,14,"","","","","","","","","","",""
2248,1,"0","0","0","0","0","0","1","","","",""
2248,2,"0","1","","","","","","","","",""
2248,3,"1","0","0","0","","","","","","",""
2248,4,"0","1","0","0","0","0","","","","",""
2248,5,"0","1","","","","","","","","",""
2248,6,"0","1","0","0","0","0","","","","",""
2248,7,"0","0","0","1","0","0","0","","","",""
2248,8,"0","","","","","","","","","",""
2248,9,"1","0","1","1","","","","","","",""
2248,10,"0","0","1","0","0","0","0","","","",""
2248,11,"0","0","1","1","1","1","","","","",""
2248,12,"0","0","1","1","0","1","0","1","1","0","0"
2248,13,"1","1","0","0","0","","","","","",""
2248,14,"","","","","","","","","","",""
2255,1,"0","0","0","0","0","0","1","","","",""
2255,2,"1","0","","","","","","","","",""
2255,3,"0","0","0","1","","","","","","",""
2255,4,"0","1","0","0","0","0","","","","",""
2255,5,"1","0","","","","","","","","",""
2255,6,"0","0","0","0","1","0","","","","",""
2255,7,"0","0","0","0","0","1","0","","","",""
2255,8,"0","","","","","","","","","",""
2255,9,"1","0","0","0","","","","","","",""
2255,10,"0","0","0","0","1","0","0","","","",""
2255,11,"1","0","0","0","0","0","","","","",""
2255,12,"0","0","0","0","0","0","0","0","1","0","0"
2255,13,"0","1","0","1","1","","","","","",""
2255,14,"","","0","0","0","0","0","0","0","0","0"
2267,1,"0","0","0","0","0","0","1","","","",""
2267,2,"1","0","","","","","","","","",""
2267,3,"0","0","0","0","","","","","","",""
2267,4,"1","0","0","0","0","0","","","","",""
2267,5,"1","0","","","","","","","","",""
2267,6,"0","0","0","1","0","0","","","","",""
2267,7,"0","0","0","0","0","1","0","","","",""
2267,8,"0","","","","","","","","","",""
2267,9,"1","0","0","0","","","","","","",""
2267,10,"0","0","0","0","0","0","0","","","",""
2267,11,"1","0","0","1","1","0","","","","",""
2267,12,"0","1","1","1","1","1","1","1","0","0","1"
2267,13,"0","1","1","0","0","","","","","",""
2267,14,"","","0","0","0","0","0","0","0","0","0"
2274,1,"0","0","0","0","0","0","1","","","",""
2274,2,"1","0","","","","","","","","",""
2274,3,"0","0","0","0","","","","","","",""
2274,4,"1","0","0","0","0","0","","","","",""
2274,5,"1","0","","","","","","","","",""
2274,6,"0","0","1","0","0","0","","","","",""
2274,7,"0","0","0","1","0","0","0","","","",""
2274,8,"0","","","","","","","","","",""
2274,9,"1","1","0","0","","","","","","",""
2274,10,"0","0","0","0","0","0","1","","","",""
2274,11,"0","1","0","0","0","0","","","","",""
2274,12,"1","0","1","0","0","0","0","0","0","0","0"
2274,13,"1","0","1","0","0","","","","","",""
2274,14,"","","0","0","0","0","0","0","0","0","0"
2277,1,"0","0","0","0","1","0","0","","","",""
2277,2,"1","0","","","","","","","","",""
2277,3,"0","0","0","0","","","","","","",""
2277,4,"0","1","0","0","0","0","","","","",""
2277,5,"1","0","","","","","","","","",""
2277,6,"0","0","0","1","0","0","","","","",""
2277,7,"0","0","1","0","0","0","0","","","",""
2277,8,"0","","","","","","","","","",""
2277,9,"1","1","0","0","","","","","","",""
2277,10,"0","0","0","0","0","0","0","","","",""
2277,11,"0","1","1","1","0","0","","","","",""
2277,12,"1","0","1","0","0","0","1","0","0","0","0"
2277,13,"0","1","1","0","0","","","","","",""
2277,14,"","","","","","","","","","",""
2281,1,"0","0","0","0","0","1","0","","","",""
2281,2,"1","0","","","","","","","","",""
2281,3,"0","0","0","0","","","","","","",""
2281,4,"0","0","0","0","0","0","","","","",""
2281,5,"1","0","","","","","","","","",""
2281,6,"0","1","0","0","0","0","","","","",""
2281,7,"0","0","0","1","0","0","0","","","",""
2281,8,"0","","","","","","","","","",""
2281,9,"1","0","1","0","","","","","","",""
2281,10,"0","0","0","0","0","0","0","","","",""
2281,11,"0","0","1","1","1","1","","","","",""
2281,12,"1","0","1","1","0","0","0","0","0","0","0"
2281,13,"0","0","0","1","0","","","","","",""
2281,14,"","","","","","","","","","",""
2291,1,"0","0","0","0","1","0","0","","","",""
2291,2,"0","1","","","","","","","","",""
2291,3,"0","0","0","1","","","","","","",""
2291,4,"0","1","0","0","0","0","","","","",""
2291,5,"1","0","","","","","","","","",""
2291,6,"0","1","0","0","0","0","","","","",""
2291,7,"0","0","0","0","1","0","0","","","",""
2291,8,"0","","","","","","","","","",""
2291,9,"1","0","0","0","","","","","","",""
2291,10,"0","0","0","0","0","0","0","","","",""
2291,11,"0","0","0","0","1","0","","","","",""
2291,12,"1","0","0","1","0","0","0","0","1","0","0"
2291,13,"1","0","0","0","0","","","","","",""
2291,14,"","","0","0","0","0","0","0","0","0","0"
2296,1,"0","0","0","0","0","1","0","","","",""
2296,2,"0","1","","","","","","","","",""
2296,3,"0","0","0","1","","","","","","",""
2296,4,"0","1","0","0","0","0","","","","",""
2296,5,"1","0","","","","","","","","",""
2296,6,"0","0","1","0","0","0","","","","",""
2296,7,"0","0","0","1","0","0","0","","","",""
2296,8,"0","","","","","","","","","",""
2296,9,"1","0","0","1","","","","","","",""
2296,10,"0","0","0","0","1","0","0","","","",""
2296,11,"0","1","0","1","0","1","","","","",""
2296,12,"1","0","0","1","0","0","0","1","0","1","0"
2296,13,"0","1","1","0","0","","","","","",""
2296,14,"","","","","","","","","","",""
2298,1,"0","0","0","0","1","0","0","","","",""
2298,2,"1","0","","","","","","","","",""
2298,3,"0","0","0","0","","","","","","",""
2298,4,"1","0","0","0","0","0","","","","",""
2298,5,"1","0","","","","","","","","",""
2298,6,"0","1","0","0","0","0","","","","",""
2298,7,"0","0","0","0","1","0","0","","","",""
2298,8,"0","","","","","","","","","",""
2298,9,"0","0","1","0","","","","","","",""
2298,10,"0","0","0","0","0","0","0","","","",""
2298,11,"0","0","1","0","1","1","","","","",""
2298,12,"1","1","0","1","0","0","0","0","1","0","0"
2298,13,"0","0","0","1","0","","","","","",""
2298,14,"","","","","","","","","","",""
2304,1,"0","0","0","0","0","0","1","","","",""
2304,2,"1","0","","","","","","","","",""
2304,3,"0","0","0","0","","","","","","",""
2304,4,"1","0","0","0","0","0","","","","",""
2304,5,"1","0","","","","","","","","",""
2304,6,"0","1","0","0","0","0","","","","",""
2304,7,"0","0","0","0","1","0","0","","","",""
2304,8,"0","","","","","","","","","",""
2304,9,"1","1","0","0","","","","","","",""
2304,10,"0","1","0","0","0","0","0","","","",""
2304,11,"1","0","0","1","0","1","","","","",""
2304,12,"1","0","1","1","0","0","0","0","1","0","0"
2304,13,"1","1","0","0","0","","","","","",""
2304,14,"","","","","","","","","","",""
2305,1,"0","0","0","0","0","0","1","","","",""
2305,2,"1","0","","","","","","","","",""
2305,3,"0","0","0","0","","","","","","",""
2305,4,"1","0","0","0","0","0","","","","",""
2305,5,"0","0","","","","","","","","",""
2305,6,"0","1","0","0","0","0","","","","",""
2305,7,"0","0","1","0","0","0","0","","","",""
2305,8,"0","","","","","","","","","",""
2305,9,"1","0","1","0","","","","","","",""
2305,10,"0","0","1","0","0","0","0","","","",""
2305,11,"0","0","1","0","1","0","","","","",""
2305,12,"1","1","1","0","0","0","0","1","1","0","0"
2305,13,"1","1","1","0","0","","","","","",""
2305,14,"","","0","0","0","0","0","0","0","0","0"
2325,1,"0","0","0","0","0","1","0","","","",""
2325,2,"0","1","","","","","","","","",""
2325,3,"1","0","1","0","","","","","","",""
2325,4,"0","1","0","0","0","0","","","","",""
2325,5,"1","0","","","","","","","","",""
2325,6,"0","0","1","0","0","0","","","","",""
2325,7,"0","0","0","1","0","0","0","","","",""
2325,8,"0","","","","","","","","","",""
2325,9,"1","1","0","1","","","","","","",""
2325,10,"0","1","0","0","0","0","0","","","",""
2325,11,"1","1","0","1","1","0","","","","",""
2325,12,"0","1","1","0","0","0","0","1","0","0","1"
2325,13,"1","0","0","0","0","","","","","",""
2325,14,"","","","","","","","","","",""
2338,1,"0","0","0","0","1","0","0","","","",""
2338,2,"0","1","","","","","","","","",""
2338,3,"1","0","0","0","","","","","","",""
2338,4,"0","1","0","0","0","0","","","","",""
2338,5,"1","0","","","","","","","","",""
2338,6,"0","1","0","0","0","0","","","","",""
2338,7,"0","0","0","0","1","0","0","","","",""
2338,8,"0","","","","","","","","","",""
2338,9,"1","0","1","0","","","","","","",""
2338,10,"0","0","0","0","1","0","0","","","",""
2338,11,"0","0","1","1","1","1","","","","",""
2338,12,"1","1","0","1","0","1","1","1","0","0","0"
2338,13,"0","1","0","0","0","","","","","",""
2338,14,"","","0","0","0","0","0","0","0","0","0"
2352,1,"0","0","0","0","0","1","0","","","",""
2352,2,"1","0","","","","","","","","",""
2352,3,"0","0","0","0","","","","","","",""
2352,4,"0","1","0","0","0","0","","","","",""
2352,5,"0","0","","","","","","","","",""
2352,6,"0","0","0","1","0","0","","","","",""
2352,7,"0","0","0","0","0","1","0","","","",""
2352,8,"0","","","","","","","","","",""
2352,9,"1","1","0","0","","","","","","",""
2352,10,"0","0","0","0","0","0","0","","","",""
2352,11,"0","0","0","1","0","0","","","","",""
2352,12,"0","0","0","0","0","0","0","1","1","0","0"
2352,13,"1","0","1","0","0","","","","","",""
2352,14,"","","","","","","","","","",""
2361,1,"0","0","0","0","0","0","1","","","",""
2361,2,"0","1","","","","","","","","",""
2361,3,"0","1","0","0","","","","","","",""
2361,4,"0","0","0","1","0","0","","","","",""
2361,5,"1","0","","","","","","","","",""
2361,6,"0","1","0","0","0","0","","","","",""
2361,7,"0","0","0","0","0","1","0","","","",""
2361,8,"0","","","","","","","","","",""
2361,9,"1","1","1","0","","","","","","",""
2361,10,"1","0","0","0","0","0","0","","","",""
2361,11,"1","1","1","0","1","1","","","","",""
2361,12,"1","0","1","1","0","0","0","0","0","0","0"
2361,13,"1","0","0","0","0","","","","","",""
2361,14,"","","","","","","","","","",""
2403,1,"0","0","0","0","0","0","1","","","",""
2403,2,"1","0","","","","","","","","",""
2403,3,"0","0","0","0","","","","","","",""
2403,4,"1","0","0","0","0","0","","","","",""
2403,5,"1","0","","","","","","","","",""
2403,6,"0","0","1","0","0","0","","","","",""
2403,7,"0","0","0","1","0","0","0","","","",""
2403,8,"0","0","0","0","0","0","0","0","0","0","0"
2403,9,"1","1","0","0","","","","","","",""
2403,10,"0","1","0","0","0","0","0","","","",""
2403,11,"1","1","0","0","1","1","","","","",""
2403,12,"1","1","1","1","0","0","0","0","0","0","0"
2403,13,"1","1","0","0","0","","","","","",""
2403,14,"","","0","0","0","0","0","0","0","0","0"
2423,1,"0","0","0","1","0","0","0","","","",""
2423,2,"1","0","","","","","","","","",""
2423,3,"0","0","0","0","","","","","","",""
2423,4,"1","0","0","0","0","0","","","","",""
2423,5,"1","0","","","","","","","","",""
2423,6,"1","0","0","0","0","0","","","","",""
2423,7,"0","0","1","0","0","0","0","","","",""
2423,8,"0","","","","","","","","","",""
2423,9,"1","0","1","0","","","","","","",""
2423,10,"0","0","0","0","0","0","0","","","",""
2423,11,"1","1","1","0","1","1","","","","",""
2423,12,"1","1","1","1","0","0","0","1","1","1","0"
2423,13,"1","0","1","1","1","","","","","",""
2423,14,"","","0","0","0","0","0","0","0","0","0"
2424,1,"0","0","0","0","0","0","1","","","",""
2424,2,"0","1","","","","","","","","",""
2424,3,"0","0","1","0","","","","","","",""
2424,4,"0","1","0","0","0","0","","","","",""
2424,5,"1","0","","","","","","","","",""
2424,6,"0","0","1","0","0","0","","","","",""
2424,7,"0","0","0","0","1","0","0","","","",""
2424,8,"0","","","","","","","","","",""
2424,9,"1","0","0","1","","","","","","",""
2424,10,"0","0","0","0","0","0","0","","","",""
2424,11,"0","0","0","0","1","1","","","","",""
2424,12,"0","1","0","1","1","0","1","1","1","1","1"
2424,13,"1","1","1","0","0","","","","","",""
2424,14,"","","","","","","","","","",""
2455,1,"0","0","0","0","0","1","0","","","",""
2455,2,"1","0","","","","","","","","",""
2455,3,"0","0","0","0","","","","","","",""
2455,4,"0","0","0","0","0","0","","","","",""
2455,5,"1","0","","","","","","","","",""
2455,6,"0","1","0","0","0","0","","","","",""
2455,7,"0","0","0","0","0","0","1","","","",""
2455,8,"0","","","","","","","","","",""
2455,9,"1","0","1","0","","","","","","",""
2455,10,"0","0","0","0","0","0","0","","","",""
2455,11,"0","0","1","0","0","1","","","","",""
2455,12,"1","1","1","0","1","0","1","0","0","1","0"
2455,13,"0","0","1","0","0","","","","","",""
2455,14,"","","","","","","","","","",""
2459,1,"0","0","0","0","0","1","0","","","",""
2459,2,"0","1","","","","","","","","",""
2459,3,"0","0","0","1","","","","","","",""
2459,4,"0","1","0","0","0","0","","","","",""
2459,5,"1","0","","","","","","","","",""
2459,6,"0","0","1","0","0","0","","","","",""
2459,7,"0","0","0","1","0","0","0","","","",""
2459,8,"0","","","","","","","","","",""
2459,9,"1","1","0","0","","","","","","",""
2459,10,"0","0","0","0","1","0","0","","","",""
2459,11,"0","1","0","1","1","1","","","","",""
2459,12,"1","0","1","1","0","1","1","1","0","0","0"
2459,13,"1","0","0","1","1","","","","","",""
2459,14,"","","0","0","0","0","0","0","0","0","0"
2476,1,"0","0","0","0","0","0","1","","","",""
2476,2,"0","1","","","","","","","","",""
2476,3,"0","1","0","1","","","","","","",""
2476,4,"0","1","0","0","0","0","","","","",""
2476,5,"1","0","","","","","","","","",""
2476,6,"0","0","1","0","0","0","","","","",""
2476,7,"0","0","0","1","0","0","0","","","",""
2476,8,"0","","","","","","","","","",""
2476,9,"1","1","0","1","","","","","","",""
2476,10,"1","0","0","0","0","0","0","","","",""
2476,11,"1","1","0","1","1","1","","","","",""
2476,12,"1","0","1","1","0","0","0","0","0","1","0"
2476,13,"1","1","0","0","0","","","","","",""
2476,14,"","","","","","","","","","",""
2494,1,"0","0","0","0","1","0","0","","","",""
2494,2,"0","1","","","","","","","","",""
2494,3,"1","1","1","1","","","","","","",""
2494,4,"0","1","0","0","0","0","","","","",""
2494,5,"1","0","","","","","","","","",""
2494,6,"0","1","0","0","0","0","","","","",""
2494,7,"0","0","0","1","0","0","0","","","",""
2494,8,"0","","","","","","","","","",""
2494,9,"1","1","0","1","","","","","","",""
2494,10,"0","1","0","0","0","0","0","","","",""
2494,11,"0","1","1","0","1","1","","","","",""
2494,12,"1","0","1","1","0","0","1","0","0","1","0"
2494,13,"1","1","0","0","0","","","","","",""
2494,14,"","","","","","","","","","",""
2496,1,"0","0","0","1","0","0","0","","","",""
2496,2,"1","0","","","","","","","","",""
2496,3,"0","0","0","0","","","","","","",""
2496,4,"1","0","0","0","0","0","","","","",""
2496,5,"1","0","","","","","","","","",""
2496,6,"0","0","0","1","0","0","","","","",""
2496,7,"0","0","1","0","0","0","0","","","",""
2496,8,"0","","","","","","","","","",""
2496,9,"1","1","0","0","","","","","","",""
2496,10,"0","0","0","0","0","0","0","","","",""
2496,11,"1","0","0","0","1","1","","","","",""
2496,12,"1","0","0","1","0","1","1","0","1","0","0"
2496,13,"1","1","0","0","0","","","","","",""
2496,14,"","","","","","","","","","",""
2509,1,"0","0","0","0","0","1","0","","","",""
2509,2,"0","1","","","","","","","","",""
2509,3,"1","0","0","0","","","","","","",""
2509,4,"0","1","0","0","0","0","","","","",""
2509,5,"1","0","","","","","","","","",""
2509,6,"0","1","0","0","0","0","","","","",""
2509,7,"0","0","0","0","0","1","0","","","",""
2509,8,"0","","","","","","","","","",""
2509,9,"1","0","0","0","","","","","","",""
2509,10,"0","0","0","0","0","0","0","","","",""
2509,11,"0","1","0","0","0","0","","","","",""
2509,12,"1","0","0","0","0","0","0","0","0","1","0"
2509,13,"0","1","0","0","0","","","","","",""
2509,14,"","","","","","","","","","",""
2513,1,"0","0","0","0","0","1","0","","","",""
2513,2,"1","0","","","","","","","","",""
2513,3,"0","0","0","0","","","","","","",""
2513,4,"0","0","0","0","0","0","","","","",""
2513,5,"1","0","","","","","","","","",""
2513,6,"0","0","1","0","0","0","","","","",""
2513,7,"0","0","0","1","0","0","0","","","",""
2513,8,"0","0","0","0","0","0","0","0","0","0","0"
2513,9,"1","0","0","1","","","","","","",""
2513,10,"1","0","0","0","0","0","0","","","",""
2513,11,"0","0","1","1","1","1","","","","",""
2513,12,"0","0","1","1","0","1","1","0","0","1","1"
2513,13,"0","1","0","1","0","","","","","",""
2513,14,"","","0","0","0","0","0","0","0","0","0"
2514,1,"0","0","0","1","0","0","0","","","",""
2514,2,"0","1","","","","","","","","",""
2514,3,"0","0","0","1","","","","","","",""
2514,4,"0","0","0","0","0","1","","","","",""
2514,5,"1","0","","","","","","","","",""
2514,6,"0","1","0","0","0","0","","","","",""
2514,7,"0","0","0","0","0","0","1","","","",""
2514,8,"0","","","","","","","","","",""
2514,9,"1","0","0","0","","","","","","",""
2514,10,"0","0","0","0","0","0","0","","","",""
2514,11,"1","1","1","1","1","1","","","","",""
2514,12,"1","1","0","1","0","0","0","1","0","1","0"
2514,13,"1","1","0","0","0","","","","","",""
2514,14,"","","0","0","0","0","0","0","0","0","0"
2532,1,"0","0","0","0","0","1","0","","","",""
2532,2,"0","1","","","","","","","","",""
2532,3,"0","1","0","1","","","","","","",""
2532,4,"0","1","0","0","0","0","","","","",""
2532,5,"1","0","","","","","","","","",""
2532,6,"0","0","0","0","1","0","","","","",""
2532,7,"0","0","0","1","0","0","0","","","",""
2532,8,"0","","","","","","","","","",""
2532,9,"1","0","0","1","","","","","","",""
2532,10,"1","0","0","0","0","0","0","","","",""
2532,11,"0","0","0","1","1","1","","","","",""
2532,12,"1","1","1","1","0","0","0","1","0","1","0"
2532,13,"1","1","0","1","0","","","","","",""
2532,14,"","","","","","","","","","",""
2541,1,"0","0","0","0","0","1","0","","","",""
2541,2,"0","1","","","","","","","","",""
2541,3,"1","0","0","0","","","","","","",""
2541,4,"0","1","0","0","0","0","","","","",""
2541,5,"1","0","","","","","","","","",""
2541,6,"0","1","0","0","0","0","","","","",""
2541,7,"0","0","0","0","0","0","1","","","",""
2541,8,"0","","","","","","","","","",""
2541,9,"1","0","1","0","","","","","","",""
2541,10,"0","0","0","0","0","0","0","","","",""
2541,11,"0","0","1","0","1","1","","","","",""
2541,12,"1","1","0","1","0","0","0","1","1","0","0"
2541,13,"0","0","0","0","0","1","","","","",""
2541,14,"","","0","0","0","0","0","0","0","0","0"
2546,1,"0","0","0","0","0","0","1","","","",""
2546,2,"0","1","","","","","","","","",""
2546,3,"1","1","0","0","","","","","","",""
2546,4,"0","0","1","0","0","0","","","","",""
2546,5,"1","0","","","","","","","","",""
2546,6,"0","0","1","0","0","0","","","","",""
2546,7,"0","0","0","0","1","0","0","","","",""
2546,8,"0","","","","","","","","","",""
2546,9,"1","1","0","0","","","","","","",""
2546,10,"0","0","0","0","0","0","0","","","",""
2546,11,"1","1","1","0","0","0","","","","",""
2546,12,"1","0","1","0","0","0","1","0","1","1","0"
2546,13,"1","0","0","0","0","","","","","",""
2546,14,"","","","","","","","","","",""
2550,1,"0","0","0","0","0","0","1","","","",""
2550,2,"0","1","","","","","","","","",""
2550,3,"1","0","0","0","","","","","","",""
2550,4,"0","1","0","0","0","0","","","","",""
2550,5,"1","0","","","","","","","","",""
2550,6,"0","0","1","0","0","0","","","","",""
2550,7,"0","0","0","1","0","0","0","","","",""
2550,8,"0","","","","","","","","","",""
2550,9,"1","1","0","0","","","","","","",""
2550,10,"0","1","0","0","0","0","0","","","",""
2550,11,"1","0","0","1","0","0","","","","",""
2550,12,"1","1","0","0","1","0","1","0","0","0","0"
2550,13,"1","1","0","0","0","","","","","",""
2550,14,"","","0","0","0","0","0","0","0","0","0"
2556,1,"0","0","0","1","0","0","0","","","",""
2556,2,"0","1","","","","","","","","",""
2556,3,"1","0","0","0","","","","","","",""
2556,4,"0","1","0","0","0","0","","","","",""
2556,5,"1","0","","","","","","","","",""
2556,6,"0","1","0","0","0","0","","","","",""
2556,7,"0","0","1","0","0","0","0","","","",""
2556,8,"0","","","","","","","","","",""
2556,9,"1","0","0","0","","","","","","",""
2556,10,"0","0","0","0","0","0","0","","","",""
2556,11,"0","0","1","0","1","1","","","","",""
2556,12,"1","1","1","1","0","0","0","1","0","0","0"
2556,13,"1","1","1","0","1","","","","","",""
2556,14,"","","","","","","","","","",""
2557,1,"0","0","0","0","0","0","1","","","",""
2557,2,"1","0","","","","","","","","",""
2557,3,"0","0","0","1","","","","","","",""
2557,4,"0","1","0","0","0","0","","","","",""
2557,5,"1","0","","","","","","","","",""
2557,6,"0","0","0","0","0","1","","","","",""
2557,7,"0","0","1","0","0","0","0","","","",""
2557,8,"0","","","","","","","","","",""
2557,9,"1","0","0","1","","","","","","",""
2557,10,"0","0","1","0","0","0","0","","","",""
2557,11,"1","0","0","0","1","1","","","","",""
2557,12,"1","0","1","0","0","1","1","0","0","1","0"
2557,13,"1","0","0","0","0","","","","","",""
2557,14,"","","0","0","0","0","0","0","0","0","0"
2559,1,"1","0","0","0","0","0","0","","","",""
2559,2,"0","1","","","","","","","","",""
2559,3,"0","0","0","1","","","","","","",""
2559,4,"0","1","0","0","0","0","","","","",""
2559,5,"1","0","","","","","","","","",""
2559,6,"0","0","0","1","0","0","","","","",""
2559,7,"0","0","1","0","0","0","0","","","",""
2559,8,"0","","","","","","","","","",""
2559,9,"1","1","0","1","","","","","","",""
2559,10,"0","0","0","0","1","0","0","","","",""
2559,11,"0","1","0","1","0","0","","","","",""
2559,12,"0","0","1","0","0","0","1","1","0","0","0"
2559,13,"1","0","0","0","0","","","","","",""
2559,14,"","","0","0","0","0","0","0","0","0","0"
2566,1,"0","0","0","0","0","0","1","","","",""
2566,2,"0","1","","","","","","","","",""
2566,3,"1","0","0","0","","","","","","",""
2566,4,"0","0","1","0","0","0","","","","",""
2566,5,"1","0","","","","","","","","",""
2566,6,"0","1","0","0","0","0","","","","",""
2566,7,"0","0","1","0","0","0","0","","","",""
2566,8,"0","","","","","","","","","",""
2566,9,"1","1","1","0","","","","","","",""
2566,10,"0","0","0","0","1","0","0","","","",""
2566,11,"1","1","0","1","1","1","","","","",""
2566,12,"1","1","0","1","0","0","0","0","1","0","0"
2566,13,"0","1","0","0","0","","","","","",""
2566,14,"","","0","0","0","0","0","0","0","0","0"
2598,1,"0","0","0","1","0","0","0","","","",""
2598,2,"1","0","","","","","","","","",""
2598,3,"0","0","0","0","","","","","","",""
2598,4,"1","0","0","0","0","0","","","","",""
2598,5,"1","0","","","","","","","","",""
2598,6,"0","1","0","0","0","0","","","","",""
2598,7,"0","0","0","0","0","0","1","","","",""
2598,8,"0","","","","","","","","","",""
2598,9,"1","0","0","0","","","","","","",""
2598,10,"0","0","0","0","0","0","0","","","",""
