"user_id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14"
3579,"5","0","","0","1","1","6","10","0|1|2|3","0","0|1|2|3|4|5|6","0|1|3|6|8","0|3|5","<freeform-text removed>"
3610,"5","1","3","1","0","1","4","9","0|1|3","0","1|3|4|5","0|2|3|6|8|9","1",""
3619,"0","0","","1","0","2","1","10","0","4","5","5","0",""
3627,"6","0","0|1|2|3","1","0","3","3","9","0|1","7","0|4|6","0|1|2|5|7|9","0|1",""
3634,"4","1","1","1","0","0","2","8","0|3","0","3|4|5|6","0|1|4|8|9","1|2|4",""
3636,"6","1","1|2|3|<freeform-text removed>","1","0","2","4","8","0|1","4","0|4|<freeform-text removed>","0|2|5","0|2|3","<freeform-text removed>"
3646,"5","1","3","1","1","1","5","6","0|1","7","1|6","0|1|2|6|10","0",""
3657,"3","0","","","0","0","2","8","0|2|3","1","2|4|5|6","0|1|3|4|5|7|8|9","0|1",""
3683,"6","1","1","1","0","1","3","10","0|2|3","0","1|2|4|5|6","0|2|7","0|1","<freeform-text removed>"
3711,"6","1","0|1|2|3","1","0","5","4","8","0|3","6","1|4|5","0|5|6|8","<freeform-text removed>","<freeform-text removed>"
3712,"6","0","","0","0","1","5","8","0","7","4|6","0|1|2|6|7|9","0",""
3728,"4","1","0|2|3","1","0","2","4","9","0|1","2","0","0|1|2|3|4","0",""
3730,"4","1","3","1","0","4","3","8","0","4","4","1|9","0",""
3735,"6","1","0|3","1","0","4","0","3","0|1","7","3|4|5|6","0|5","0",""
3752,"3","1","0|3","2","0","0","3","10","0|1|2|3","7","0|1|2|3|6","0","0|3","<freeform-text removed>"
3758,"4","0","","","0","0","2","5","0|2|3","0","4|5|6","3|7|9","2|4","<freeform-text removed>"
3783,"2","1","3","5","0","2","6","8","0|1","7","0","0|8","2",""
3786,"4","1","0|1|2|3|<freeform-text removed>","1","0","2","5","10","0|1|3","4","0|1|4|6","0|1|2|5|6|8","0|1|3","<freeform-text removed>"
3788,"5","0","","0","1","1","3","9","0|1|2|3","1","2|3|4|5|6","0|1|3|4|5|6|7|8|9|10","1|5",""
3789,"6","1","0","1","0","2","4","10","0","7","1|4|5|6","0|1|2|3|5|7|8|9","0|1|5",""
3790,"4","1","0","1","0","4","1","6","0","7","6","0|1|7","2",""
3793,"4","1","0|3","1","0","2","2","8","0|1","4","1|4|5|6","0|1|2|3|6|7|8|9|10|11","0|1",""
3798,"5","1","2|3","1","0","2","6","9","0|1|3","4","0|3|4|5|6","0|2|3|6|9","2",""
3801,"6","1","3","1","0","5","0","5","0","7","4","0|1","3",""
3809,"6","1","0|1|2|3","1","0","5","3","8","0","2","1","2|7|8|9","0|1","<freeform-text removed>"
3815,"6","0","","","0","2","3","7","0|1|3","1","1|3","0|1","0",""
3829,"4","0","","0","0","0","1","8","0|2","7","2|3|5|6","0|1|3|4|7|9","0|1","<freeform-text removed>"
3833,"6","0","","","0","1","4","8","0|1|2","7","1|2|4|5|6","1|2|5|6","0|1|3|4",""
3844,"6","1","3","1","","2","6","7","0|1","7","1|3|4|5|6","0|2|3|4|5","0",""
3851,"5","0","","","0","1","2","8","0","7","0|5|6","0|1|3|7|8","<freeform-text removed>","<freeform-text removed>"
3874,"6","1","1","1","0","3","3","9","0|1|3","0","1|2|3|4","0|2|6","0|1|2|3|4","<freeform-text removed>"
3877,"6","1","0|3","2","0","3","4","8","0|1|3","1","0|4|6","0|1|2|8","0",""
3881,"5","0","","0","0","1","4","8","0|1|2|3","1","0|1|2|3|4|5|6","0|1|2|3|7|9","0|1","<freeform-text removed>"
3884,"5","0","","0","0","0","3","8","0|2","7","2|3|4|5|6","0|1|2|3|6|8","0|1",""
3888,"5","1","3","1","1","0","4","10","0","7","2|3|4|5|6","3|4|8","0|2|3|4|5","<freeform-text removed>"
3906,"6","1","1","1","0","1","2","10","0","7","1|4|6","0|2|5|6|7|9","0|1|5",""
3907,"5","1","0","1","0","1","3","7","0|1|2|3","6","2|3|4|5|6","0|1|2|3|6|9|10|12","1|5","<freeform-text removed>"
3912,"3","1","3","1","0","2","2","9","0|1","7","0|3|4|5","0|1|2|3|4|5|7|9|10","0|4",""
3922,"4","0","","0","0","2","3","7","0|2","5","0|1|2|3|4|6","0|1|2|4|7|9|10","",""
3926,"6","1","<freeform-text removed>","1","0","2","4","9","0","7","3|4|5","0|1|2|8","0",""
3933,"4","1","0","1","0","0","4","10","0","7","4","0|3|8","1","<freeform-text removed>"
3934,"5","1","0|1|2","1","0","1","4","8","0|1|3","0","1|3|4|5|6","0|1|2|3|5|7|8|9","0|1|2",""
3956,"2","1","0|3","1","0","0","1","5","0","7","2|4|5","1|6|8","0","<freeform-text removed>"
3960,"6","0","","","0","2","2","8","0|1","","0|1|3|6","0|2","0|1",""
3969,"4","0","","0","0","1","3","6","0","4","3","0|1|2|4|5|7|9|12","0|3",""
3970,"0","1","3","1","1","1","2","","2","","6","2","",""
3972,"6","0","","0","0","3","2","7","0|1","5","1|3|4|6","2|5|6","1",""
3985,"5","1","0|3","1","","5","1","6","0|1","7","","0|5","0",""
3988,"4","0","","0","0","2","3","9","0|1","7","0|1|6","0|2|8","1|3",""
3989,"4","1","3","1","1","5","2","6","0","7","3|5|6","0|2|7|9","0|1","<freeform-text removed>"
3994,"0","0","","0","0","2","3","8","0","7","2|3|5|6","3|4","3",""
3997,"5","1","3","1","0","3","6","10","0|1","2|<freeform-text removed>","0|1|4|6|<freeform-text removed>","0|1|2|5|6|8|9|<freeform-text removed>","0|3","<freeform-text removed>"
3998,"6","0","1|2|3","1","0","0","2","7","0|2|3","","","0|1|5|7|8","5",""
3999,"5","1","0|3","1","0","2","5","10","0|1|3","2","0|4|5|6","0|2|3|7|8|9","1|5",""
4004,"6","0","","","0","5","2","9","0","7","3|4|5|6","0|2|6|9","0",""
4010,"6","1","1","1","0","3","2","8","0","0","1|4|5|6","3|9","2|4","<freeform-text removed>"
4013,"6","0","0","1","0","2","1","8","0|1|3","0","","0|3","0",""
4016,"5","1","0|2","1","0","0","2","8","0|2|3","4","2|3|6","1|9|12","",""
4023,"4","0","3","0","0","0","1","10","0","<freeform-text removed>","2|4|6","1|7|10","3",""
4029,"6","0","","1","0","1","4","8","0|1|2|3","0","0|1|2|4|5|6","0|1|2|3|6|7","0|1",""
4042,"6","1","0","1","0","1","5","9","0|1|3","1","1|3|4|5","0|2|3|5|6|7|8|10|11|12","1|2",""
4053,"1","1","0","1","0","5","6","10","0","1","3","1|7|8","0",""
4057,"5","1","0|1|3","3","0","1","4","9","0|1|3","0","0|1|3|4|5|6","0|3|7|8|9","1|5","<freeform-text removed>"
4065,"6","0","","0","1","2","6","8","0","7","0|1|3|4|5|6","0|2|3|4|5|6|7|8|9","0",""
4068,"4","0","3","1","0","4","3","6","0|1","2","","7","",""
4079,"5","0","","0","0","1","1","8","0|2","","2|4|5|6","0|1|2|3|5|6|7|8|9","0|1",""
4085,"6","0","","0","0","0","2","8","0","7","2|4|5|6","0|1|2|3|4|7|9","0|5",""
4087,"5","1","0|3","1","0","4","4","9","0|1","7","1|4|5|6","0|1|2|3|8|9","0|2|5",""
4088,"5","1","3","1","0","3","3","8","0|1|3","4","0|4","0|1|2|3|7|8","0",""
4090,"6","1","0|1|2|3|<freeform-text removed>","1","0","4","5","10","0|1|3","1","0|1|4|5","0|2|3|5|6|7|8|9|12","0|1|2|3|4|5","<freeform-text removed>"
4094,"5","0","","0","0","4","1","9","1","7","1","9","0|1|3",""
4097,"3","0","","0","0","2","1","8","0|1","7","0|1|3|6","0|1|2|5|6","0|1",""
4106,"6","1","2","4","0","1","5","8","0|1|2|3","2","2|3|4|5|6","1|2|4|5|6|7|8|12","0|1|2|3",""
4109,"5","1","2|3","1","","2","2","6","1|2|3","1","3","0|10","0",""
4116,"6","0","","1","0","5","2","7","0","7","1|3|4|6","0|6|8","1",""
4117,"3","0","","0","0","1","3","10","0|1|2|3","2","0|2|4|5|6","0|2|3|6|8|12","1|3|5","<freeform-text removed>"
4118,"6","0","","0","0","3","3","9","0|1","7","1|6|<freeform-text removed>","0|2|8|9","1",""
4119,"6","1","1","1","0","2","3","10","0|1","4","0|3|4|6","0|2|5|9","0|1|3",""
4125,"4","1","2","4","0","0","2","10","0|2","4","4|5|6","0|1|3|9","0",""
4127,"6","1","0|2","","0","5","3","8","0|1","0","1","0|<freeform-text removed>","0|1",""
4130,"0","0","0|1|2","1","0","2","2","3","0","7","3","2","0",""
4134,"5","1","0","1","0","1","3","3","0","4","4|5","0|3|7|9","0|1|5",""
4137,"5","1","0","1","0","1","3","7","0","7","3|4|5|6","0|1|6|7|8|9|10","0","<freeform-text removed>"
4143,"5","1","0|3","1","0","4","2","7","0|1","7","1|3|4|6","0|2|5|8","0|2",""
4144,"5","1","0|3","1","0","4","4","7","0|1","7","0|3|6","0|7|8","1",""
4156,"6","0","","","0","3","5","9","0|1","0","1|3|4|5|6","2|5|6|9","0|1",""
4162,"0","0","2|3","5","0","1","3","6","0|3","2","3","1|2|7","1|3",""
4164,"6","0","","0","0","1","2","7","0|1|2","1","0|1|2|3|4|5|6","0|1|3|5|<freeform-text removed>","1|3|5",""
4176,"6","1","3","1","0","4","2","7","0|1","7","1|2|3|4|5|6","0|2|3|4|5|6|7|8|9","0|1|2|3|4|5","<freeform-text removed>"
4184,"6","1","0|1|2|3","1","0","3","4","10","0|1|3","1","0|1|3|4","0|2|12","0","<freeform-text removed>"
4198,"5","1","0|3","1","0","1","6","8","0|2|3","0","1|2|4|5|6","0|1|2|3|4|7|9","0|1|5",""
4207,"6","1","0","1","0","2","3","9","0|1","7","0|1|2|4|6","0|1|2|5|6|7|8|9|10|12","0|1",""
4218,"6","1","0|3","1","0","3","3","8","0","0","1|4|5|6","2|3|5|6","1",""
4228,"5","1","0|3","5","0","3","4","9","0|1","7","1|3|4|5|6","0|2|5|6|7|8|9","0",""
4229,"6","1","0|3","1","0","1","6","10","0|1|2","1","0|1|2|4|5|6","0|1|2|3|4|7|8|9","1|3",""
4234,"0","1","0|1","3","0","0","5","","0|2|3","4","2|3|4","8","0",""
4237,"4","0","","0","0","1","3","3","0","7","2|3|4|5|6","0|2|4|7|8|9|10","0|1|3",""
4238,"3","1","0|2|3","1","0","2","3","8","1","1|6","1|3|4|5|6","0|3|5|6|7|9","0|1|5","<freeform-text removed>"
4240,"6","0","0","1","0","2","3","10","0|1","7","0|1|3|4|5|6","0|3|5|7|8|9|12","0",""
4245,"0","1","0|2|3","5","0","2","6","10","0|1","","","0|1|3|4|7|8|10","",""
4246,"2","0","0|3","1","0","1","2","5","0|1","7","0|1|4","7|8","4",""
4265,"5","1","0","1","0","2","3","10","0|1|3","0","","0|1|2|3|5|6|8|9","0|1",""
4287,"6","0","","","0","2","3","9","0|1","4","0|1|4|6","0|2|6|7|8","0|1|2|3",""
4297,"6","1","0|3","1","0","2","3","8","0|1","7","0|3|4","0|1|2|5","0|1",""
4313,"3","1","3","1","0","4","2","8","0|1","7","1|3|4|5","0|2|8","0|2",""
4318,"6","1","<freeform-text removed>","1","1","3","2","7","0|1","7","1|6","0|2|9","0|1","<freeform-text removed>"
4351,"0","1","0|2|3","2","","0","0","10","0","<freeform-text removed>","<freeform-text removed>","1|4|8","0|5",""
4358,"6","1","0","1","0","2","3","8","0|3","1|2|6","1|2|3|4|5|6","2|3|7|8","1","<freeform-text removed>"
4363,"5","0","","0","0","0","2","7","0|1|2|3","4","0|1|2|3|4|5","1|3|8","2",""
4385,"6","1","0|1","1","0","3","3","8","0|3","0","0|1|4|6","2|3|6|7|10","3","<freeform-text removed>"
4392,"5","0","","0","0","1","4","9","0|1|3","<freeform-text removed>","1|3|4|6","0|2|9","0|2",""
4413,"5","1","1","1","0","3","1","8","0|1","7","0|3","0","0|1",""
4414,"6","1","3","1","0","4","2","8","0|1","4","1|4|5","0|3|6|8","0|2|3|4","<freeform-text removed>"
4425,"6","1","2|3","1","0","2","4","8","0","7","6","0|1|2|4|5|7|8|9","0|1|2",""
4428,"5","1","0|1|2|3","1","0","2","5","8","0|1","0","0|3","0|9","","<freeform-text removed>"
4444,"5","0","","1","0","1","2","7","0|1|3","4","1|3|6","0|1|2|7|9|10","1",""
4446,"6","1","0|3","1","0","2","5","10","0|1","2","0|1|3|4|5|6","1|3|5|8","0|1",""
4448,"6","0","","","0","0","2","8","0|2","0","2|4|5|6","0|1|2|3|7|8|9","0|1|2|3|4|5",""
4462,"5","1","1|3","1","0","3","4","7","0|1|3","0","0|1|4|6","0|1|2|4|6|9","0|1|2|4",""
4471,"4","1","3","1","0","1","2","10","0|2","7","2|4|5|6","0|2|3|7","1|2|5","<freeform-text removed>"
4476,"6","1","3","1","0","2","1","9","0","7","1|3","0|2|8","0|1|2|3","<freeform-text removed>"
4478,"6","1","0|<freeform-text removed>","1","0","2","6","10","0|1|3","1","0|1|3|4|5|6","0|1|2|5|6|7|8|10|12","0|1|3|5","<freeform-text removed>"
4481,"4","1","3","1","0","1","5","8","0|3","7","0|4|5|6","0|1|3|7|9|10","0|1|3|4","<freeform-text removed>"
4483,"6","1","0|1|2","1","0","1","2","8","0|2|3","0","2|3|4|5","1|2|3|7|8|10","0|1","<freeform-text removed>"
4498,"0","0","","0","0","1","1","6","0","0","3|4|5|6","0|1|3|7|9|10","1","<freeform-text removed>"
4506,"5","0","","0","0","0","3","8","0|3","<freeform-text removed>","2|4|6","0|1|3|7|8","2|4|5",""
4516,"6","1","0","2","0","4","3","4","0","7","4|5","2|3|5|6","1|3",""
4522,"6","0","","0","0","2","","10","0|1|3","1","0|1|3|4|5|6","0|2|3|5|8|9","0|1|3|5",""
4523,"6","1","0|1|2|3","1","0","1","5","10","0|1|3","1","0|4|5|6","0|1|2|3|8|9|<freeform-text removed>","1",""
4535,"2","0","","1","0","4","1","5","0|1","7","0|1|3|4|5|6","1|2|3|7|8|9|10","0|3","<freeform-text removed>"
4543,"5","1","0|3","2","0","1","4","8","0|1|2","7","0|2|3|4|5|6","0|3|9","0|1|2",""
4553,"6","1","0","2","0","2","6","9","0|1","7","0|1|4|5|6","3|5|12","1|5",""
4562,"3","1","0|1|2|3|<freeform-text removed>","1","0","0","3","8","0","0","6","0|4|8","1|<freeform-text removed>","<freeform-text removed>"
4571,"3","1","3","1","1","1","2","8","0|2","7","2|3|4|5|6","0|3|5|7","0|5","<freeform-text removed>"
4575,"5","1","0","2","0","1","5","6","0|1","4","1|3|4|5","1|2|5|9","1|2","<freeform-text removed>"
4578,"3","1","3","1","0","1","3","8","0|2|3","4","2|3|4|5|6","0|7|9|10","0|2|3|4","<freeform-text removed>"
4580,"6","1","0|1","1","0","2","5","9","0|1|3","0","1|3|4|5|6","0|1|4|6|9","0|1",""
4585,"5","1","0|1|3|<freeform-text removed>","1","1","1","6","10","0|1|3","1","0|4|5|6","0|3|4|9|12|<freeform-text removed>","0|1|3|5","<freeform-text removed>"
4592,"5","1","3","1","0","1","6","8","0|2|3","7","2|3|4|5|6","0|1|2|3|4|5|7|8|9","0|1|2|3|4|5",""
4595,"5","1","0|1|2","1","0","1","5","9","0|1|2|3","0|1|4","0|2|3|4|6","0|1|3|6|7|8|9|10|12","1|3",""
4600,"6","0","","","0","4","2","8","0","7","","2","2",""
4601,"6","0","","","0","5","2","4","0","7","","","",""
4605,"5","1","3","1","1","2","3","7","0|1","7","6","0|3|5|6","3","<freeform-text removed>"
4606,"2","1","1","3","0","1","2","4","0","6","6","0|1","3",""
4608,"6","1","0","1","0","4","4","9","0|1|3","3","0|3|4|5|6","2|3|6|8","0|1|4","<freeform-text removed>"
4617,"6","1","1","1","0","1","3","8","0|2|3","0","1|2|3|4|5|6","0|1|2|3|5|6|7|9","0|3","<freeform-text removed>"
4630,"6","1","0|1|2|3","1","0","3","1","9","0|1","7","1|6","0|2|5|10","1",""
4636,"6","1","0|3","2","0","2","6","10","0|1","7","1|4|5|6","0|1|2|3|8","0|1","<freeform-text removed>"
4646,"5","0","3","1","1","1","6","6","0|1|2","","0|4|5","1|2|7|8|12","0|1|5",""
4650,"6","0","","0","0","0","2","8","0|2|3","4","0|4|5|6","0|1|3|7|8|9","0|1|2|3","<freeform-text removed>"
4651,"5","1","3","1","0","1","4","10","0|1|2|3","0","0|1|2|3|4|5|6","0|5|6|7|8|9|10","0|1|3","<freeform-text removed>"
4658,"4","1","3","1","0","4","1","8","0|1","4","3","0|2|5|6","0","<freeform-text removed>"
4667,"6","1","3","1","0","3","4","8","0|1|2","7","0|2|4","0|2|8|12|<freeform-text removed>","0|2|3",""
4693,"6","0","1","1","0","3","4","4","1","0","0|3","4|7|10","0|1",""
4697,"0","1","3","1","0","1","1","8","0|1|2","7","2|4|5","2|3","3",""
4702,"2","0","","","0","4","3","5","1","","3","5","0",""
4708,"6","1","0","1","0","1","4","10","0|1","7","0|1|4|5","0|3","1|5",""
4710,"6","0","","","0","1","2","7","0|1|2","6","1|2|4|5|6","0|1|2|8|9|12","0|1",""
4726,"5","1","0|1|2|3","1","0","1","2","5","0","2","2|3|4|5|6","0|1|2|3|7|8|9","0|1|5",""
4736,"5","1","0","1","0","1","2","4","0","7","5|6","0|1|3|7","1","<freeform-text removed>"
4739,"3","1","0","1","0","0","3","8","0","7","6","0|1|3|9","1","<freeform-text removed>"
4742,"6","1","2","1","0","3","3","9","0|3","2","1|5|6","0|2|3|4","0","<freeform-text removed>"
4759,"6","1","3","1","0","1","4","10","0|1|3","2","0|1|3|4|5|6","0|1|2|3|4|6|8|9|10","0|1|2|3|4|5",""
4762,"5","0","","","0","0","1","8","0|3","1","4|5|6","3|4","0|5","<freeform-text removed>"
4768,"5","1","3","1","0","1","3","7","0|2","7","2|4|5|6","0|1|3|4","0",""
4782,"5","1","0|1|3","1","0","4","5","8","0|1","4","3|4|5|6","1|2|3|7|8","0|5",""
4786,"4","1","3","1","0","2","2","7","0|2|3","7","1|2|4|6","0|1|4|6","0|3|4",""
4800,"5","1","3","1","0","1","2","5","0|1","7","0|1|6","0|2|7|8|9","1|3",""
4801,"3","0","","0","1","4","2","10","0|1","7","1|3|4|5|6","0|9","3","<freeform-text removed>"
4806,"6","1","0","1","0","1","6","8","0|1|2|3","0","0|1|2|3|4|5|6","0|1|2|3|4|5|7|8","0|1|3","<freeform-text removed>"
4819,"3","1","3","5","0","3","3","8","0|1|3","0","1|3|4|5|6","0|2|7|8|9","0|3",""
4823,"6","0","0","2","0","0","5","7","0|3","1","1|3|6","0|1|2|4|5|7|8|9|11|12","0|1|2|5","<freeform-text removed>"
4832,"6","0","","0","0","1","3","9","0|3","7","0|3|4|6","0|1|2|6|8|9|12","1|<freeform-text removed>","<freeform-text removed>"
4844,"1","1","","1","0","2","5","3","0|1|2","7","3","1|2|3","",""
4859,"4","1","2|3","1","0","1","2","7","0|2","3","3","3","3",""
4864,"6","1","0","1","0","1","3","10","0|2","0","1|2|4|5|6","3|8","5",""
4873,"5","0","","0","0","1","1","9","0|2","7","2|3|4|6|<freeform-text removed>","0|1|2|5|6|7","0","<freeform-text removed>"
4880,"5","0","0","0","0","3","2","7","0|1","7","6","1|2|7|9","1",""
4885,"5","1","0","1","0","2","3","8","0|1|3","0|1","3|4|5|6","0|1|3|4|5|6|7|8|9","0|1|2|3|5",""
4890,"5","1","3","1","0","5","1","6","0","7","3","0|2|6|8","0|1","<freeform-text removed>"
4892,"6","1","0|3","1","1","1","1","7","0|2","7","2|4|6","0|2|6|8|12","3","<freeform-text removed>"
4896,"0","0","","","0","2","2","10","0|1","1","0|1|4","0|2|5|6","0|3",""
4898,"4","1","0","2","0","1","5","8","0","7","1|2|4|5|6","0|1|2|3|7|8|9","1|5",""
4904,"6","1","0","1","0","5","2","8","0","1","3","6|8|9","0|1",""
4909,"6","0","","0","0","2","2","10","0|1|2|3","0|1","0|1|2|3|4|5","0|3|6|8|9|12","0|1|2|3|5","<freeform-text removed>"
4935,"5","1","0|3","1","0","2","5","8","0|1|3","2","0|4|5|6","0|2|3|6|7|8","0|1|3","<freeform-text removed>"
4937,"6","1","0|2","1","0","1","5","10","0|1|2","7","0|1|2|3|4|5|6","0|1|3|7|8","3|4","<freeform-text removed>"
4960,"6","1","0|1|2|3","1","0","2","2","7","0|1|3","5","1|4|5|6","0|2|3|4|6|8|9|10|12","5","<freeform-text removed>"
4968,"6","0","","0","","2","4","10","0|1","1","0|1|3|4|5","0|2|3|5|6|7|8|9|12","0|1",""
4971,"6","0","","0","0","2","5","8","0|1","7","1","0|9","0",""
4973,"4","1","3","1","0","1","3","8","0|2","1","2|4|5|6","0|3|9","0|2|5",""
4977,"6","1","0|3","1","0","4","4","8","0|1","7","0|1|3","0|1|2|6|8|9","0|1|2|3|4",""
4982,"5","1","0|1|3","1","0","2","2","10","0|1|3","0","1|4|6","0|1|2|4|5|6|8|9|10|12","0|1|3",""
4985,"6","0","","0","0","4","3","7","0|1","7","1|4|6","0|2|8|12","1|2|3",""
4992,"0","1","1|3","1","0","5","3","7","0|1","7","0|3|4|6","0|3|6|7","0|3|5",""
4995,"6","1","0","1","0","3","1","8","0","7","4|5|6","0|1|2|3","0|1","<freeform-text removed>"
5010,"5","1","0","1","0","1","4","9","0|2","4","0|4|5|6","0|1|2|3|8|9|10","0|1",""
5012,"5","1","0","1","0","2","6","8","0","4","2|3|4|5|6","1|2|3|7|8|9|10","0|1|3|5","<freeform-text removed>"
5016,"4","1","3","1","0","5","1","6","0","7","4|5|6","0|2|3|5|6|8|9|10","0|2|5",""
5021,"5","1","0|2","1","0","3","4","9","0|1|3","1","0|1|4|5|6","0|2|3|8|9","1",""
5022,"4","1","3","1","1","2","4","9","0|1|3","1","0|1|3|4|6","0|1|2|5|6|7|9|10","0|1|3|4","<freeform-text removed>"
5041,"5","","0|<freeform-text removed>","1","0","1","5","9","0|1","7","0|1|6","0|1|2|3|8","1|5","<freeform-text removed>"
5045,"5","1","0|1|2|3","1","0","1","2","8","0","7","0|4|5|6","0|1|2|5|6|9","0",""
5054,"1","0","","","0","5","0","7","0","7","3|6","2|6","0|2",""
5064,"5","0","","","0","1","3","8","0","7","2|3|4|5|6","0|1|3|6|8","0|1",""
5080,"3","0","","","0","1","2","8","0","7","2|3|4","0|1|2","3",""
5082,"5","1","0|3","1","0","3","3","5","1","7","1|4|6","0|5|6|7|8","0|3|4","<freeform-text removed>"
5099,"6","1","0","1","0","1","3","7","0|3|<freeform-text removed>","6","3|4|6","0|1|2|3|9","0|1|2",""
5102,"2","0","","0","0","1","4","7","0|2|3","7","2|4|5|6","0|1|3|4","0|2|3","<freeform-text removed>"
5104,"3","1","0|1|2|3","1","0","2","5","9","0|1|3","4","0|4","0|2|4|5|6|7|8|12","0|5",""
5106,"4","1","<freeform-text removed>","1","0","1","3","10","0|3","1","2|4|5|6","0|2|3|7|9","0|1|3",""
5111,"4","0","","","0","1","3","7","0|1","4","3","1|7","0",""
5113,"6","1","1|3","1","0","4","5","10","0|1","0","1|3|4|5|6","0|1|3|4|7","5","<freeform-text removed>"
5116,"2","1","<freeform-text removed>","1","0","2","3","5","0|1","4","0|1|3|4|6","0|1|4|7|8|9|10","1|3|4","<freeform-text removed>"
5125,"6","1","0|2|3","1","0","4","","8","","7","1|3|4","0|1|2|6|7|8|9","0|1|2|3|4","<freeform-text removed>"
5128,"6","1","0|1|2|3","1","0","1","6","10","0|1|3","0","0|3|4|5","0|1|2|3|7|8|9|12","0|4|5",""
5136,"6","1","0","1","0","2","3","10","0","7","5|6|<freeform-text removed>","1|2|3|7|8|10|<freeform-text removed>","3","<freeform-text removed>"
5137,"5","1","3","1","0","2","6","7","0|1","7","0|1|5|6","1|5|6|8|9|12","1",""
5141,"6","0","","0","0","2","2","9","0|3","0","3|6","0|5|6|7","0|1",""
5148,"6","1","0|3","1","0","1","3","9","0|1|2|3","1","0|1|2|4|6","0|1|2|3|4|5|6|7|8|9|12","1|5",""
5158,"4","0","","0","0","1","2","9","0|1|2|3","1","2|4|5","3|5|8|9","1|5","<freeform-text removed>"
5169,"5","0","0","0","0","1","4","7","0","2|4","1|3|5|6","1|7|8|9","0|1|2|3|4",""
5170,"0","1","3","5","0","1","4","10","3","6","0|1|3|4|5|6","0|11|12","0|1|2|3|4|5","<freeform-text removed>"
5171,"3","0","","0","0","1","3","9","0|2|3","4","0|2|4|5|6","0|1|3|5|8","1|2","<freeform-text removed>"
5176,"6","1","0","1","1","2","3","8","0|1","7","1|3|4|5|6","3|4|5|6|7|9","1|3",""
5185,"6","1","0|1|2|3","1","0","2","4","10","1","7","0","0|2|4|7|8|9","0|1|2|3",""
5186,"2","1","3","1","1","0","2","6","0","7","6","0|3|7","3","<freeform-text removed>"
5211,"5","1","0","2","0","3","3","8","0|1|3","1","1|3|4|5","2|9","0","<freeform-text removed>"
5730,"5","0","","0","0","3","3","7","0|1","7","1|5|6","0|3|8|10","1",""
5223,"3","1","3|8","1","0","3","2","9","0|3","<freeform-text removed>","0|3|4|<freeform-text removed>","0|2|6|8|<freeform-text removed>","0|3","<freeform-text removed>"
5244,"5","1","2","1","0","1","2","8","0|1|2","7","0|1|2|4|6","1|2|3|8|9","0|<freeform-text removed>","<freeform-text removed>"
5249,"5","0","0","1","1","0","4","9","0","7","2|4|5|6|<freeform-text removed>","0|1|3|4|7|8","0|1|5","<freeform-text removed>"
5252,"6","1","3","1","1","2","4","9","0|1|2","6","1|2|3|4|5|6|<freeform-text removed>","0|2|3|6|9|12|<freeform-text removed>","0|1|3","<freeform-text removed>"
5261,"6","0","","0","0","1","6","10","0|1","7","0|1|3|4|5|6","0|2|3|<freeform-text removed>","1",""
5291,"5","0","","0","0","1","2","8","0|3","1","1|3|4","8","0|1","<freeform-text removed>"
5303,"5","1","0|1|3","1","0","3","5","8","0|1","2","0|1|3|4|5|6","1|2|3|5|6|7|8","1|2","<freeform-text removed>"
5311,"5","1","2","1","0","2","4","10","0|1","","0","0|7|8","1",""
5315,"6","0","","","0","2","2","9","0|1|3","0","0|5|6","1|3|7|9","2",""
5320,"5","1","0|2","1","0","4","1","9","0","0|2","3|6","0|2|5","0|1","<freeform-text removed>"
5322,"6","1","2|3","1","0","1","3","7","0|2","6","2|4|5|6","0|1|2|7|8|9","0|1|3","<freeform-text removed>"
5325,"2","1","0|2|3","1","0","3","2","6","0|3","<freeform-text removed>","3|5|6","2|3|5|6|8|10","1|4",""
5327,"5","1","1","1","0","1","6","8","0","7","1|2|3|4|5|6","0|1|2|5|6|7|9","0|1|4",""
5332,"6","1","0|1|3","1","0","1","3","10","0|1","7","0|1|3|4|5|6","0|1|4|5|6|8","2|3|4",""
5335,"6","1","3","1","0","1","6","6","0","7","3|4|5|6|<freeform-text removed>","1|2|4|5|7|8|9|11","0|1|3|5","<freeform-text removed>"
5347,"6","1","0|3","2","1","5","5","5","0|1","6","1|3|4|5","3","0|1|3","<freeform-text removed>"
5348,"6","1","0|3","1","0","2","3","5","0","<freeform-text removed>","0|3|6","0|5","0|1",""
5361,"5","0","","0","0","0","2","9","0|1","4","0|1|5|6","0|1|4|7","",""
5365,"5","0","","1","0","2","2","7","0","7","3","0","0","<freeform-text removed>"
5366,"5","1","3","1","0","2","3","6","0|1|3","4|6","1|<freeform-text removed>","0|1|2|4|6|9|10","0|2|3",""
5374,"5","1","0|3","1","0","1","3","9","0|1|2|3","3|4","1|2|4","0|1|3|4|8","1",""
5375,"4","1","0|3","2","0","0","2","7","0","7","4|5|6","1|8","0|1","<freeform-text removed>"
5378,"5","1","3","1","0","2","3","9","0|1|3","0|2|4|6","0|1|3|4|5|6","0|1|2|3|4|5|6|7|9|10|11","0|1","<freeform-text removed>"
5385,"6","1","0","1","0","2","4","9","0|1","7","0|1|4|5|6","0|1|2|3|5|6|7|9|10","0|1","<freeform-text removed>"
